1,Lookup,Succeeded,3,0.302612
2,Lookup,Succeeded,5,0.234471
3,Lookup,Succeeded,4,0.451756
4,Lookup,Succeeded,3,0.298886
5,Lookup,Succeeded,4,0.285299
6,Lookup,Succeeded,1,0.001548
7,Lookup,Succeeded,4,0.226001
8,Lookup,Succeeded,2,0.351017
9,Lookup,Succeeded,2,0.143139
10,Lookup,Succeeded,3,0.185842
11,Lookup,Succeeded,3,0.470453
12,Lookup,Succeeded,3,0.304222
13,Lookup,Succeeded,5,0.231570
14,Lookup,Succeeded,1,0.001520
15,Lookup,Succeeded,2,0.306586
16,Lookup,Succeeded,3,0.182839
17,Lookup,Succeeded,1,0.001502
18,Lookup,Succeeded,5,0.089194
19,Lookup,Succeeded,3,0.167849
20,Lookup,Succeeded,0,0.000004
21,Lookup,Succeeded,5,0.435267
22,Lookup,Succeeded,3,0.280152
23,Lookup,Succeeded,2,0.144456
24,Lookup,Succeeded,2,0.138687
25,Lookup,Succeeded,5,0.210893
26,Lookup,Succeeded,4,0.048335
27,Lookup,Succeeded,2,0.005008
28,Lookup,Succeeded,5,0.092111
29,Lookup,Succeeded,4,0.462510
30,Lookup,Succeeded,3,0.286843
31,Lookup,Succeeded,4,0.186779
32,Lookup,Succeeded,2,0.003205
33,Lookup,Succeeded,3,0.139553
34,Lookup,Succeeded,2,0.047229
35,Lookup,Succeeded,3,0.185151
36,Lookup,Succeeded,3,0.144751
37,Lookup,Succeeded,4,0.359780
38,Lookup,Succeeded,2,0.308445
39,Lookup,Succeeded,2,0.047201
40,Lookup,Succeeded,3,0.090713
41,Lookup,Succeeded,2,0.045574
42,Lookup,Succeeded,4,0.363616
43,Lookup,Succeeded,2,0.044701
44,Lookup,Succeeded,3,0.046274
45,Lookup,Succeeded,2,0.043471
46,Lookup,Succeeded,4,0.324500
47,Lookup,Succeeded,1,0.044727
48,Lookup,Succeeded,2,0.301723
49,Lookup,Succeeded,3,0.191958
50,Lookup,Succeeded,3,0.044417
51,Lookup,Succeeded,4,0.253001
52,Lookup,Succeeded,4,0.295981
53,Lookup,Succeeded,3,0.125679
54,Lookup,Succeeded,5,0.318052
55,Lookup,Succeeded,5,0.378368
56,Lookup,Succeeded,1,0.043521
57,Lookup,Succeeded,4,0.094105
58,Lookup,Succeeded,0,0.000004
59,Lookup,Succeeded,3,0.135061
60,Lookup,Succeeded,1,0.046041
61,Lookup,Succeeded,4,0.388963
62,Lookup,Succeeded,4,0.211001
63,Lookup,Succeeded,4,0.249615
64,Lookup,Succeeded,4,0.287581
